database,source_row,source_id,title,authors,normalized_title,normalized_authors,year,doi,publication_title,document_type,url
wos,66,WOS:000228086900207,galsC: A language for event-driven embedded systems,"Cheong, E; Liu, J",galsc a language for event driven embedded systems,cheong e liu j,2005,10.1109/DATE.2005.165,"DESIGN, AUTOMATION AND TEST IN EUROPE CONFERENCE AND EXHIBITION, VOLS 1 AND 2, PROCEEDINGS",Proceedings Paper,View Full Record in Web of Science
wos,67,WOS:001337620000009,"Hailstorm : A Statically-Typed, Purely Functional Language for IoT Applications","Sarkar, A; Sheeran, M",hailstorm a statically typed purely functional language for iot applications,sarkar a sheeran m,2020,10.1145/3414080.3414092,"PROCEEDINGS OF THE 22ND INTERNATIONAL SYMPOSIUM ON PRINCIPLES AND PRACTICE OF DECLARATIVE PROGRAMMING, PPDP 2020",Proceedings Paper,View Full Record in Web of Science
wos,68,WOS:001533999700034,Pipit on the Post: Proving Pre- and Post-Conditions of Reactive Systems,"Robinson, A; Potanin, A",pipit on the post proving pre and post conditions of reactive systems,robinson a potanin a,2024,10.4230/LIPIcs.ECOOP.2024.34,"38TH EUROPEAN CONFERENCE ON OBJECT-ORIENTED PROGRAMMING, ECOOP 2024",Proceedings Paper,View Full Record in Web of Science
wos,69,WOS:000368588800004,Towards a verified compiler prototype for the synchronous language SIGNAL,"Yang, ZB; Bodeveix, JP; Filali, M; Hu, K; Zhao, YW; Ma, DF",towards a verified compiler prototype for the synchronous language signal,yang zb bodeveix jp filali m hu k zhao yw ma df,2016,10.1007/s11704-015-4364-y,FRONTIERS OF COMPUTER SCIENCE,Article,View Full Record in Web of Science
wos,70,WOS:000420378700003,MODEL-DRIVEN ENGINEERING AND FORMAL VALIDATION OF HIGH-PERFORMANCE EMBEDDED SYSTEMS,"Gamatié, A; Rutten, É; Yu, HF; Boulet, P; Dekeyser, JL",model driven engineering and formal validation of high performance embedded systems,gamatié a rutten é yu hf boulet p dekeyser jl,2009,,SCALABLE COMPUTING-PRACTICE AND EXPERIENCE,Article,View Full Record in Web of Science
wos,71,WOS:000277056500007,Contracts for Modular Discrete Controller Synthesis,"Delaval, G; Marchand, H; Rutten, E",contracts for modular discrete controller synthesis,delaval g marchand h rutten e,2010,10.1145/1755951.1755898,ACM SIGPLAN NOTICES,Article; Proceedings Paper,View Full Record in Web of Science
wos,72,WOS:000278082600007,Contracts for Modular Discrete Controller Synthesis,"Delaval, G; Marchand, H; Rutten, E",contracts for modular discrete controller synthesis,delaval g marchand h rutten e,2010,,"LCTES 10-PROCEEDINGS OF THE ACM SIGPLAN/SIGBED 2010 CONFERENCE ON LANGUAGES, COMPILERS, & TOOLS FOR EMBEDDED SYSTEMS",Proceedings Paper,View Full Record in Web of Science
wos,73,WOS:000254341600012,Bridging the abstraction gap for the design of embedded reactive systems using Esterel - A case study,"Zauner, M; Kramer, M; Balog, P",bridging the abstraction gap for the design of embedded reactive systems using esterel a case study,zauner m kramer m balog p,2008,,"DETC2007: PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNOLOGY CONFERENCE AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, VOL 4",Proceedings Paper,View Full Record in Web of Science
wos,74,WOS:000350030700005,Light-weight Synchronous Java (SJL): An approach for programming deterministic reactive systems with Java,"Motika, C; von Hanxleden, R",light weight synchronous java sjl an approach for programming deterministic reactive systems with java,motika c von hanxleden r,2015,10.1007/s00607-014-0416-7,COMPUTING,Article,View Full Record in Web of Science
wos,75,WOS:000214140800009,A Survey of Desynchronization in a Polychronous Model of Computation,"Ouy, J",a survey of desynchronization in a polychronous model of computation,ouy j,2006,10.1016/j.entcs.2005.05.040,ELECTRONIC NOTES IN THEORETICAL COMPUTER SCIENCE,Article,View Full Record in Web of Science
wos,76,WOS:000341390100027,Sequentially Constructive Concurrency-A Conservative Extension of the Synchronous Model of Computation,"Von Hanxleden, R; Mendler, M; Aguado, J; Duderstadt, B; Fuhrmann, I; Motika, C; Mercer, S; O'Brien, O; Roop, P",sequentially constructive concurrency a conservative extension of the synchronous model of computation,von hanxleden r mendler m aguado j duderstadt b fuhrmann i motika c mercer s o brien o roop p,2014,10.1145/2627350,ACM TRANSACTIONS ON EMBEDDED COMPUTING SYSTEMS,Article,View Full Record in Web of Science
wos,77,WOS:000265405500010,Synchronous Modeling and Validation of Priority Inheritance Schedulers,"Jahier, E; Halbwachs, N; Raymond, P",synchronous modeling and validation of priority inheritance schedulers,jahier e halbwachs n raymond p,2009,,"FUNDAMENTAL APPROACHES TO SOFTWARE ENGINEERING, PROCEEDINGS",Proceedings Paper,View Full Record in Web of Science
wos,78,WOS:000301620100012,Non-standard semantics of hybrid systems modelers,"Benveniste, A; Bourke, T; Caillaud, B; Pouzet, M",non standard semantics of hybrid systems modelers,benveniste a bourke t caillaud b pouzet m,2012,10.1016/j.jcss.2011.08.009,JOURNAL OF COMPUTER AND SYSTEM SCIENCES,Article,View Full Record in Web of Science
wos,79,WOS:001555691500015,Considerations for integrating virtual threads in a Java framework: a Quarkus example in a resource-constrained environment,"Navarro, A; Ponge, J; Le Mouël, F; Escoffier, C",considerations for integrating virtual threads in a java framework a quarkus example in a resource constrained environment,navarro a ponge j le mouël f escoffier c,2023,10.1145/3583678.3596895,"PROCEEDINGS OF THE 17TH ACM INTERNATIONAL CONFERENCE ON DISTRIBUTED AND EVENT-BASED SYSTEMS, DEBS 2023",Proceedings Paper,View Full Record in Web of Science
wos,80,WOS:000338511000001,A Predictable Framework for Safety-Critical Embedded Systems,"Andalam, S; Roop, PS; Girault, A; Traulsen, C",a predictable framework for safety critical embedded systems,andalam s roop ps girault a traulsen c,2014,10.1109/TC.2013.28,IEEE TRANSACTIONS ON COMPUTERS,Article,View Full Record in Web of Science
wos,81,WOS:000435148800213,Parallel Code Generation of Synchronous Programs for a Many-core Architecture,"Graillat, A; Moy, M; Raymond, P; de Dinechin, BD",parallel code generation of synchronous programs for a many core architecture,graillat a moy m raymond p de dinechin bd,2018,,"PROCEEDINGS OF THE 2018 DESIGN, AUTOMATION & TEST IN EUROPE CONFERENCE & EXHIBITION (DATE)",Proceedings Paper,View Full Record in Web of Science
wos,82,WOS:000256880900007,Causality interfaces for actor networks,"Zhou, Y; Lee, EA",causality interfaces for actor networks,zhou y lee ea,2008,10.1145/1347375.1347382,ACM TRANSACTIONS ON EMBEDDED COMPUTING SYSTEMS,Article,View Full Record in Web of Science
wos,83,WOS:000214167800005,Goto and Concurrency Introducing Safe Jumps in Esterel,"Tardieu, O",goto and concurrency introducing safe jumps in esterel,tardieu o,2006,10.1016/j.entcs.2006.02.025,ELECTRONIC NOTES IN THEORETICAL COMPUTER SCIENCE,Article,View Full Record in Web of Science
wos,84,WOS:000295049104120,The Fundamentals of Hybrid Systems Modelers,"Benveniste, A; Caillaud, B; Pouzet, M",the fundamentals of hybrid systems modelers,benveniste a caillaud b pouzet m,2010,10.1109/CDC.2010.5717614,49TH IEEE CONFERENCE ON DECISION AND CONTROL (CDC),Proceedings Paper,View Full Record in Web of Science
wos,85,WOS:000173553400005,An Esterel compiler for large control-dominated systems,"Edwards, SA",an esterel compiler for large control dominated systems,edwards sa,2002,10.1109/43.980257,IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,Article,View Full Record in Web of Science
wos,86,WOS:000291895000009,Synchronous Programming of Device Drivers for Global Resource Control in Embedded Operating Systems,"Berthier, N; Maraninchi, F; Mounier, L",synchronous programming of device drivers for global resource control in embedded operating systems,berthier n maraninchi f mounier l,2011,,"LCTES 11: PROCEEDINGS OF THE ACM SIGPLAN/SIGBED 2011 CONFERENCE ON LANGUAGES, COMPILERS, TOOLS AND THEORY FOR EMBEDDED SYSTEMS",Proceedings Paper,View Full Record in Web of Science
wos,87,WOS:000294608700009,Synchronous Programming of Device Drivers for Global Resource Control in Embedded Operating Systems,"Berthier, N; Maraninchi, F; Mounier, L",synchronous programming of device drivers for global resource control in embedded operating systems,berthier n maraninchi f mounier l,2011,10.1145/2016603.1967689,ACM SIGPLAN NOTICES,Article,View Full Record in Web of Science
wos,88,WOS:000265171200003,A metamodel for the design of polychronous systems,"Brunette, C; Talpin, JP; Gamatié, A; Gautier, T",a metamodel for the design of polychronous systems,brunette c talpin jp gamatié a gautier t,2009,10.1016/j.jlap.2008.11.005,JOURNAL OF LOGIC AND ALGEBRAIC PROGRAMMING,Article; Proceedings Paper,View Full Record in Web of Science
wos,89,WOS:000341130600001,Hop and HipHop: Multitier Web Orchestration,"Berry, G; Serrano, M",hop and hiphop multitier web orchestration,berry g serrano m,2014,,"DISTRIBUTED COMPUTING AND INTERNET TECHNOLOGY, ICDCIT 2014",Proceedings Paper,View Full Record in Web of Science
wos,90,WOS:000241699300025,SmartC: A component-based hierarchical modeling language for automotive electronics,"Yang, GQ; Li, H; Wu, ZH",smartc a component based hierarchical modeling language for automotive electronics,yang gq li h wu zh,2006,,"DASC 2006: 2ND IEEE INTERNATIONAL SYMPOSIUM ON DEPENDABLE, AUTONOMIC AND SECURE COMPUTING, PROCEEDINGS",Proceedings Paper,View Full Record in Web of Science
wos,91,WOS:000272013800013,Automatic Modular Abstractions for Linear Constraints,"Monniaux, D",automatic modular abstractions for linear constraints,monniaux d,2009,10.1145/1594834.1480899,ACM SIGPLAN NOTICES,Article; Proceedings Paper,View Full Record in Web of Science
wos,92,WOS:000282653500004,AUTOMATIC MODULAR ABSTRACTIONS FOR TEMPLATE NUMERICAL CONSTRAINTS,"Monniaux, D",automatic modular abstractions for template numerical constraints,monniaux d,2010,10.2168/LMCS,LOGICAL METHODS IN COMPUTER SCIENCE,Article,View Full Record in Web of Science
wos,93,WOS:000333827300022,Precision Timed Embedded Systems Using TickPAD Memory,"Kuo, MMY; Roop, PS; Andalam, S; Patel, N",precision timed embedded systems using tickpad memory,kuo mmy roop ps andalam s patel n,2013,10.1109/ACSD.2013.20,2013 13TH INTERNATIONAL CONFERENCE ON APPLICATION OF CONCURRENCY TO SYSTEM DESIGN (ACSD 2013),Proceedings Paper,View Full Record in Web of Science
wos,94,WOS:000381029800305,Compilation of Synchronous Observers as Code Contracts,"Dieumegard, A; Garoche, PL; Kahsai, T; Taillar, A; Thirioux, X",compilation of synchronous observers as code contracts,dieumegard a garoche pl kahsai t taillar a thirioux x,2015,10.1145/2695664.2695819,"30TH ANNUAL ACM SYMPOSIUM ON APPLIED COMPUTING, VOLS I AND II",Proceedings Paper,View Full Record in Web of Science
wos,95,WOS:000365605900034,Programming Deterministic Reactive Systems with Synchronous Java,"Motika, C; von Hanxleden, R; Heinold, M",programming deterministic reactive systems with synchronous java,motika c von hanxleden r heinold m,2013,,2013 IEEE 16TH INTERNATIONAL SYMPOSIUM ON OBJECT/COMPONENT/SERVICE-ORIENTED REAL-TIME DISTRIBUTED COMPUTING (ISORC),Proceedings Paper,View Full Record in Web of Science
wos,96,WOS:000320619000004,TimeSquare: Treat Your Models with Logical Time,"DeAntoni, J; Mallet, F",timesquare treat your models with logical time,deantoni j mallet f,2012,,"OBJECTS, MODELS, COMPONENTS, PATTERNS, TOOLS 2012",Proceedings Paper,View Full Record in Web of Science
wos,97,WOS:000246927403028,SmartC: A component-based hierarchical modeling language for automotive electronics,"Yang, GQ; Zhao, MD; Li, H; Wu, ZH",smartc a component based hierarchical modeling language for automotive electronics,yang gq zhao md li h wu zh,2006,,"2006 9TH INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION, ROBOTICS AND VISION, VOLS 1- 5",Proceedings Paper,View Full Record in Web of Science
wos,98,WOS:000271940700001,Model-Based Design of Embedded Control Systems by means of a Synchronous Intermediate Model,"Alras, M; Caspi, P; Girault, A; Raymond, P",model based design of embedded control systems by means of a synchronous intermediate model,alras m caspi p girault a raymond p,2009,10.1109/ICESS.2009.36,"2009 INTERNATIONAL CONFERENCE ON EMBEDDED SOFTWARE AND SYSTEMS, PROCEEDINGS",Proceedings Paper,View Full Record in Web of Science
wos,99,WOS:000418870400003,A Simulation Approach for SIGNAL Time Model Concern on Multi-clock System,"Wang, Z; Shen, GH; Huang, ZQ; Si, J; Pan, C",a simulation approach for signal time model concern on multi clock system,wang z shen gh huang zq si j pan c,2016,10.1007/978-981-10-3482-4_3,SOFTWARE ENGINEERING AND METHODOLOGY FOR EMERGING DOMAINS,Proceedings Paper,View Full Record in Web of Science
wos,100,WOS:000249772400018,On the polychronous approach to embedded software design - A POMSET interpretation of endochrony,"Shukla, SK; Suhaib, SM; Mathaikutty, DA; Talpin, JP",on the polychronous approach to embedded software design a pomset interpretation of endochrony,shukla sk suhaib sm mathaikutty da talpin jp,2007,10.1007/978-1-4020-6254-4_20,NEXT GENERATION DESIGN AND VERIFICATION METHODOLOGIES FOR DISTRIBUTED EMBEDDED CONTROL SYSTEMS,Proceedings Paper,View Full Record in Web of Science
wos,101,WOS:000462853400008,Relaxing the Synchronous Approach for Mixed-Criticality Systems,"Yip, E; Kuo, MMY; Roop, PS; Broman, D",relaxing the synchronous approach for mixed criticality systems,yip e kuo mmy roop ps broman d,2014,,2014 IEEE 20TH REAL-TIME AND EMBEDDED TECHNOLOGY AND APPLICATIONS SYMPOSIUM (RTAS),Proceedings Paper,View Full Record in Web of Science
wos,102,WOS:000982299100019,From Distributed Sensing to Virtual Sensors: a Domain-Specific Language for Reactive Centralized Edge-Fog-Cloud Computation,"Damiani, A; Rabozzi, M; Chen, KM; Di Tucci, L; Santambrogio, MD",from distributed sensing to virtual sensors a domain specific language for reactive centralized edge fog cloud computation,damiani a rabozzi m chen km di tucci l santambrogio md,2022,10.1109/EUC57774.2022.00028,"2022 IEEE 20TH INTERNATIONAL CONFERENCE ON EMBEDDED AND UBIQUITOUS COMPUTING, EUC",Proceedings Paper,View Full Record in Web of Science
wos,103,WOS:000316414200008,Synchronous Programming of Device Drivers for Global Resource Control in Embedded Operating Systems,"Berthier, N; Maraninchi, F; Mounier, L",synchronous programming of device drivers for global resource control in embedded operating systems,berthier n maraninchi f mounier l,2013,10.1145/2435227.2435235,ACM TRANSACTIONS ON EMBEDDED COMPUTING SYSTEMS,Article,View Full Record in Web of Science
wos,104,WOS:001781170500027,SmartWall: An Infrastructure for Sensory and Computation-capable Buildings using Sustainable and Low-cost Smart Materials,"Hossain, MI; Zisad, SN; Uddin, N; Hasan, R",smartwall an infrastructure for sensory and computation capable buildings using sustainable and low cost smart materials,hossain mi zisad sn uddin n hasan r,2025,10.1109/WF-PST65083.2025.00032,"2025 IEEE WORLD FORUM ON PUBLIC SAFETY TECHNOLOGY, WF-PST",Proceedings Paper,View Full Record in Web of Science
wos,105,WOS:000375804100398,Real-Time Machine Vision System for an Automated Quality Monitoring in Mass Production of Multiaxial Non-Crimp Fabrics,"Schmitt, R; Fürtjes, T; Abbas, B; Abel, P; Kimmelmann, W; Kosse, P; Buratti, A",real time machine vision system for an automated quality monitoring in mass production of multiaxial non crimp fabrics,schmitt r fürtjes t abbas b abel p kimmelmann w kosse p buratti a,2015,10.1016/j.ifacol.2015.06.446,IFAC PAPERSONLINE,Proceedings Paper,View Full Record in Web of Science
wos,106,WOS:000524805900001,Push recovery control of quadruped robot using particle swarm optimization based structure specified mixed sensitivity H2/H∞ control,"Sutyasadi, P; Parnichkun, M",push recovery control of quadruped robot using particle swarm optimization based structure specified mixed sensitivity h2 h control,sutyasadi p parnichkun m,2020,10.1108/IR-06-2019-0135,INDUSTRIAL ROBOT-THE INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH AND APPLICATION,Article,View Full Record in Web of Science
wos,107,WOS:000291895000007,Divide and Recycle: Types and Compilation for a Hybrid Synchronous Language,"Benveniste, A; Bourke, T; Caillaud, B; Pouzet, M",divide and recycle types and compilation for a hybrid synchronous language,benveniste a bourke t caillaud b pouzet m,2011,,"LCTES 11: PROCEEDINGS OF THE ACM SIGPLAN/SIGBED 2011 CONFERENCE ON LANGUAGES, COMPILERS, TOOLS AND THEORY FOR EMBEDDED SYSTEMS",Proceedings Paper,View Full Record in Web of Science
wos,108,WOS:000507566000005,Prototyping Method for Complex-Shaped Textile Composite Panels Developing a digitally controlled reconfigurable mold,"Ku, KH; Gurjar, S",prototyping method for complex shaped textile composite panels developing a digitally controlled reconfigurable mold,ku kh gurjar s,2018,,"COMPUTING FOR A BETTER TOMORROW, (ECAADE 2018), VOL 2",Proceedings Paper,View Full Record in Web of Science
wos,109,WOS:000294608700007,Divide and Recycle: Types and Compilation for a Hybrid Synchronous Language,"Benveniste, A; Bourke, T; Caillaud, B; Pouzet, M",divide and recycle types and compilation for a hybrid synchronous language,benveniste a bourke t caillaud b pouzet m,2011,10.1145/2016603.1967687,ACM SIGPLAN NOTICES,Article,View Full Record in Web of Science
wos,110,WOS:000364032300015,From Latency-Insensitive Design to Communication-Based System-Level Design,"Carloni, LP",from latency insensitive design to communication based system level design,carloni lp,2015,10.1109/JPROC.2015.2480849,PROCEEDINGS OF THE IEEE,Article,View Full Record in Web of Science
wos,111,WOS:000272013800008,Modular Code Generation from Synchronous Block Diagrams Modularity vs. Code Size,"Lublinerman, R; Szegedy, C; Tripakis, S",modular code generation from synchronous block diagrams modularity vs code size,lublinerman r szegedy c tripakis s,2009,10.1145/1594834.1480893,ACM SIGPLAN NOTICES,Article; Proceedings Paper,View Full Record in Web of Science
wos,112,WOS:001740020100295,PyroFocus: A Deep Learning Approach to Real-Time Wildfire Detection in Multispectral Remote Sensing Imagery,"Moussa, M; Williams, A; Roffe, S; Morton, D",pyrofocus a deep learning approach to real time wildfire detection in multispectral remote sensing imagery,moussa m williams a roffe s morton d,2025,10.1109/ICCVW69036.2025.00298,"2025 IEEE/CVF INTERNATIONAL CONFERENCE ON COMPUTER VISION WORKSHOPS, ICCVW",Proceedings Paper,View Full Record in Web of Science
wos,113,WOS:000357447700005,Denotational fixed-point semantics for constructive scheduling of synchronous concurrency,"Aguado, J; Mendler, M; von Hanxleden, R; Fuhrmann, I",denotational fixed point semantics for constructive scheduling of synchronous concurrency,aguado j mendler m von hanxleden r fuhrmann i,2015,10.1007/s00236-015-0238-x,ACTA INFORMATICA,Article; Proceedings Paper,View Full Record in Web of Science
wos,114,WOS:000316304800121,Numerical evaluation of bond-slip relations for near-surface mounted carbon fiber bars embedded in concrete,"Sasmal, S; Khatri, CP; Ramanjaneyulu, K; Srinivas, V",numerical evaluation of bond slip relations for near surface mounted carbon fiber bars embedded in concrete,sasmal s khatri cp ramanjaneyulu k srinivas v,2013,10.1016/j.conbuildmat.2012.11.073,CONSTRUCTION AND BUILDING MATERIALS,Article,View Full Record in Web of Science
